CODE,COUNTRY,DATE,HDI,TC,TD,STI,POP,GDPCAP
AFG,Afghanistan,2020-07-29,0.498,10.5042727,7.147559271,4.365643155,17.4772331,7.497754494
AFG,Afghanistan,2020-07-30,0.498,10.5042727,7.147559271,4.365643155,17.4772331,7.497754494
AFG,Afghanistan,2020-07-31,0.498,10.50621756,7.147559271,4.365643155,17.4772331,7.497754494
AFG,Afghanistan,2020-08-01,0.498,10.51080448,7.156956365,4.365643155,17.4772331,7.497754494
AFG,Afghanistan,2020-08-02,0.498,10.51080448,7.156956365,4.365643155,17.4772331,7.497754494
AFG,Afghanistan,2020-08-03,0.498,10.51080448,7.157735484,4.365643155,17.4772331,7.497754494
AFG,Afghanistan,2020-08-04,0.498,10.51181187,7.160845907,4.317488114,17.4772331,7.497754494
AFG,Afghanistan,2020-08-05,0.498,10.51404086,7.165493475,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-06,0.498,10.51585842,7.168579897,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-07,0.498,10.51696904,7.168579897,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-08,0.498,10.51907851,7.175489714,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-09,0.498,10.52013159,7.17930797,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-10,0.498,10.52013159,7.17930797,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-11,0.498,10.52013159,7.17930797,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-12,0.498,10.52591716,7.203405521,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-13,0.498,10.52795431,7.210818453,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-14,0.498,10.53006749,7.217443432,4.266896327,17.4772331,7.497754494
AFG,Afghanistan,2020-08-15,0.498,10.53025452,7.217443432,4.097506226,17.4772331,7.497754494
AFG,Afghanistan,2020-08-16,0.498,10.53345529,7.222566019,4.097506226,17.4772331,7.497754494
AFG,Afghanistan,2020-08-17,0.498,10.53465294,7.22620901,4.097506226,17.4772331,7.497754494
AFG,Afghanistan,2020-08-18,0.498,10.53473273,7.22620901,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-19,0.498,10.53473273,7.22620901,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-20,0.498,10.53897914,7.232010332,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-21,0.498,10.54154477,7.233455419,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-22,0.498,10.54254807,7.233455419,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-23,0.498,10.54531512,7.23489842,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-24,0.498,10.54531512,7.23489842,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-25,0.498,10.54718185,7.242082359,3.874321138,17.4772331,7.497754494
AFG,Afghanistan,2020-08-26,0.498,10.54720812,7.242082359,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-08-27,0.498,10.54865174,7.244941546,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-08-28,0.498,10.54873043,7.244941546,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-08-29,0.498,10.54901888,7.245655068,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-08-30,0.498,10.54909753,7.245655068,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-08-31,0.498,10.54959554,7.245655068,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-01,0.498,10.55048608,7.248504072,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-02,0.498,10.55072168,7.248504072,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-03,0.498,10.55171582,7.250635512,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-04,0.498,10.55289181,7.251344983,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-05,0.498,10.55330961,7.251344983,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-06,0.498,10.55383161,7.251344983,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-07,0.498,10.55576065,7.252762418,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-08,0.498,10.55825766,7.25488481,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-09,0.498,10.55893287,7.257002707,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-10,0.498,10.55955572,7.258412151,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-11,0.498,10.5602819,7.258412151,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-12,0.498,10.56116298,7.258412151,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-13,0.498,10.56206917,7.258412151,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-14,0.498,10.56400823,7.258412151,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-15,0.498,10.56656205,7.262628601,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-16,0.498,10.56759205,7.26961675,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-17,0.498,10.56802948,7.26961675,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-18,0.498,10.56802948,7.26961675,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-19,0.498,10.56923784,7.270312886,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-20,0.498,10.57244449,7.273092596,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-21,0.498,10.57244449,7.273092596,3.058707073,17.4772331,7.497754494
AFG,Afghanistan,2020-09-22,0.498,10.57321256,7.275172319,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-23,0.498,10.57502798,7.276556403,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-24,0.498,10.57566643,7.280008253,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-25,0.498,10.57607482,7.280008253,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-26,0.498,10.57622792,7.281385664,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-27,0.498,10.57712056,7.281385664,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-28,0.498,10.57712056,7.281385664,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-29,0.498,10.57742643,7.283448229,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-09-30,0.498,10.57780863,7.284820913,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-10-01,0.498,10.57816522,7.284820913,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-10-02,0.498,10.57859805,7.284820913,3.356897123,17.4772331,7.497754494
AFG,Afghanistan,2020-10-03,0.498,10.57872531,7.284820913,3.218875825,17.4772331,7.497754494
AFG,Afghanistan,2020-10-04,0.498,10.57890346,7.28756064,3.218875825,17.4772331,7.497754494
AFG,Afghanistan,2020-10-05,0.498,10.58002251,7.28756064,3.218875825,17.4772331,7.497754494
AFG,Afghanistan,2020-10-06,0.498,10.58370146,7.290974778,0,17.4772331,7.497754494
AFG,Afghanistan,2020-10-07,0.498,10.5852704,7.292337176,0,17.4772331,7.497754494
AFG,Afghanistan,2020-10-08,0.498,10.58698836,7.29301768,0,17.4772331,7.497754494
AFG,Afghanistan,2020-10-09,0.498,10.58893013,7.294377299,0,17.4772331,7.497754494
